group	size	x	y
2	2.16773909545568	6.877	54.9011951219512
3	3.49643208610948	7.7	32.2042682926829
5	2.65090972061831	5.704	64.8870975609756
6	2.70400421690644	4.317	67.1300243902439
7	3.12121961886666	7.41	34.1879512195122
8	4.2776575085235	3.078	65.4655365853659
10	3.31159730984089	2.811	69.4436585365854
11	3.62037947692258	3.332	70.9117073170732
12	2.11213334308512	4.271	66.7139756097561
13	3.01597269627388	5.549	62.052
14	2.91022771576568	3.737	62.1247804878049
15	2.23449883748606	4.196	66.0707804878049
16	5.59591060713896	6.819	49.4155365853659
17	3.49244035480883	2.68	70.0514634146342
18	3.09773986479693	6.377	37.3750243902439
19	3.39166695652408	2.21	70.3092682926829
20	2.20416472020049	7.19	56.0134390243903
21	2.84073070289975	6.801	42.1882926829268
22	2.78042412600722	6.447	36.4723414634146
24	2.1464100830497	6.36	63.9135853658537
25	2.92675847853133	6.627	43.5867804878049
26	6.37075770256039	6.063	55.848243902439
27	2.17180622100461	4.356	64.3053170731707
28	2.23800381812115	6.67	37.8669512195122
29	2.36657938416172	6.666	51.5844146341463
30	3.42227765446753	2.4	69.0442195121951
31	2.15166117364705	6.44	62.4154390243903
32	4.13260546622898	3.607	71.3807317073171
33	3.98691029508928	6.048	41.678
34	2.61592413573627	5.91	37.7603414634146
35	2.51185087027955	6.012	50.4104390243902
36	3.16828677068928	2.68	71.1875609756098
37	2.96543374438868	7.572	40.9189268292683
38	3.40657048896361	5.342	58.2884146341463
39	3.17083903420254	5.913	42.8435609756098
40	14.7935776541354	5.697	46.323512195122
41	4.04848161210216	6.731	58.1958292682927
42	2.59535307992323	7.085	63.2929024390244
43	3.3514601246362	4.606	65.5359024390244
44	2.23208145524451	6.976	49.3410243902439
46	2.37094678438616	3.346	70.5644390243903
47	3.52274458205682	2.31	70.3043902439025
48	6.23334955319348	2.51	70.1719512195122
49	2.15202136568978	7.79	39.9549024390244
50	3.05956337657192	2.642	72.4004878048781
52	2.93622002698792	7.304	53.9332682926829
53	3.70593466565633	7.376	48.6398292682927
54	3.08581010251725	6.695	54.891756097561
55	2.54912908965033	1.94	69.2643658536585
56	4.70067253998307	6.534	47.2011219512195
57	2.60078958265848	6.812	40.3640975609756
58	4.73976800168567	2.875	69.6812195121951
59	4.38907262743086	6.888	40.2757804878049
60	3.04115924343387	2.637	69.0126829268293
61	2.32188499261185	5.881	57.2270975609756
62	2.10342904157699	6.897	58.7815853658537
64	5.41764253261374	2.89	70.5146341463415
65	2.35027581224413	4.259	40.9200731707317
66	5.58725368363206	2.881	70.8268292682927
67	2.14617478456532	6.196	63.4125365853659
68	2.95622654606404	2.915	64.6337073170732
69	3.32323714107532	6.862	46.8717804878049
71	2.30381345232241	5.723	34.2559024390244
72	2.94768075429808	6.551	32.6103902439024
73	2.24815143226047	5.548	37.6313414634146
74	3.42584811372667	2.215	69.6779756097561
75	3.03711025239753	6.465	47.3812195121951
76	2.12678397266762	5.857	62.707
77	2.39422927565391	5.515	35.3200243902439
78	2.38040205311494	6.235	53.7988780487805
79	2.90530089533999	5.051	68.6434390243903
80	2.72758281105059	7.441	48.2558780487805
81	3.00697177507399	2.243	67.1524146341463
82	2.99209048807731	6.274	43.7843414634146
83	3.55526291371044	1.81	68.8741463414634
84	6.78416792875796	5.634	47.261756097561
85	2.82659509651966	4.01	70.2498048780488
88	12.7036532481088	5.825	44.428756097561
89	3.37526168513101	6.689	51.9839024390244
90	4.38625593369478	6.916	46.8112682926829
91	2.20858451427973	3.98	73.0429268292683
92	5.50616076388202	2.547	69.2480487804878
93	2.16119102380518	2.55	70.9333170731707
94	2.6390998882851	5.711	65.754
95	2.48857444442208	7.983	55.9529024390244
96	6.81891809745974	2.02	69.6580487804878
97	3.46147261894132	8.078	48.269756097561
98	2.76024030860204	5.335	57.4263414634146
99	3.21701097541316	6.316	43.990512195122
101	2.21695657810013	6.939	44.6288780487805
103	3.70094261666591	3.588	56.739243902439
104	4.55132324361854	5.574	55.2453902439024
106	2.30088509404763	7.348	63.2836097560976
108	3.63965320145584	4.331	59.5495609756098
109	2.73750332235095	5.969	44.5979512195122
110	2.68929356899799	5.663	62.3720487804878
111	2.14621006246234	6.821	59.3482682926829
113	3.5929076604204	5.18	58.9289268292683
114	2.53479699463738	6.476	38.7503414634146
115	2.46310408097523	5.812	47.7164878048781
116	2.83328612798754	2.35	70.2043902439024
118	2.72754571990425	1.85	69.8290243902439
119	2.61650610217064	7.214	48.1600975609756
120	3.79173449457974	7.152	48.087512195122
122	2.8072667534741	3.086	62.9067073170732
123	2.34364001601633	2.543	63.984
125	3.14677046716792	7.3	41.0800243902439
127	2.60575989825155	3.755	62.5559512195122
128	3.12278790211224	6.77	30.982756097561
129	4.34595520795613	6.107	44.6325609756098
130	2.49901514216024	7.477	51.352512195122
131	2.21033098978648	4.242	66.5467317073171
133	2.47279300999379	6.798	43.3129268292683
134	2.2763077594784	2.904	68.5049024390244
135	2.4140192385764	5.993	61.3761707317073
136	2.148619174253	7.152	39.109243902439
137	2.95216228439045	7.017	38.4202195121951
138	5.19517115559796	6.768	58.6219512195122
139	3.4689071955522	6.103	60.8855609756098
140	3.39573077713009	6.601	36.3387804878049
141	2.39315934786999	6.199	48.6860731707317
142	2.14153074316287	5.8733333333	59.8878048780488
143	2.93210636263686	7.145	37.9746341463415
144	5.39763113073328	6.341	39.616243902439
145	2.68205535179645	7.109	48.8980975609756
146	3.69391168531385	3.193	73.3370731707317
147	2.93727927725466	2.906	73.0775609756098
148	3.55315917940225	6.1	39.5749268292683
149	2.77864936407109	3.989	71.280487804878
150	2.37595436319894	7.256	44.3289024390244
151	2.54507473515723	5.911	62.2111951219512
152	3.61120916446996	6.836	49.1940975609756
153	2.14072763496208	6.518	57.5097073170732
154	2.70488990556677	6.275	40.4378780487805
155	4.63802321748112	6.947	58.7292195121951
156	5.43208284759905	6.6	48.6746585365854
157	4.71405309794704	2.697	68.3756097560976
158	2.77443739780591	4.252	69.5408292682927
160	3.47144502146579	3.084	64.3105609756098
162	2.70304525301706	6.447	64.2727804878049
163	2.11731870217694	6.981	61.7257804878049
164	4.12324055785484	2.008	66.9541219512195
166	7.45290542148669	2.27	68.3854634146342
167	2.862151408715	8.142	43.075243902439
