group	size	x	y
2	2.71259213645917	3.784	72.9353414634146
3	3.9076658686563	8.034	43.2420975609756
5	2.90482117315711	2.784	71.487
6	2.89848846308568	2.295	68.012756097561
7	3.65133136503881	7.093	41.4781951219512
8	4.85406247756087	2.875	72.171756097561
10	3.3767190020597	1.48	76.1063414634146
11	4.05836956304196	1.859	77.8780487804878
12	2.12792258339455	2.149	73.5053170731707
13	3.34046771257715	2.7	64.1540243902439
14	2.96452505001081	1.556	65.9418536585366
15	2.2485011156412	1.719	74.782243902439
16	7.24978878377712	4.021	61.0467317073171
17	3.55499513725566	1.61	76.3453658536585
18	3.51340499886329	6.681	48.7100243902439
19	3.42523291459138	1.45	71.3468292682927
20	2.35704125288493	3.303	72.8810975609756
21	3.19963564396688	6.432	44.753756097561
22	3.15674942114723	6.526	50.0734634146341
24	2.25701307925361	3.197	74.4508292682927
25	3.32224706905798	4.742	60.2537804878049
26	8.13696787569549	2.583	67.5368048780488
27	2.25299306689758	2.601	69.6311707317073
28	2.35140190717171	5.155	54.9941219512195
29	2.60005127801598	4.252	61.9767073170732
30	3.56686850492275	1.61	68.9707317073171
31	2.21580086347659	4.286	72.901
32	4.62972494154096	1.7	77.6851219512195
33	5.06853482904015	7.14	46.492512195122
34	2.86523093440036	5.653	47.3506097560976
35	2.78579823740529	5.183	55.1599268292683
36	3.28969206312562	1.51	78.0853658536586
37	3.79092688277911	5.84	51.7321951219512
38	3.82955490347659	2.51	74.4951951219512
39	3.77706965437485	5.62	52.6668780487805
40	18.8130883899756	2.007	70.0546341463415
41	4.90811887947354	2.966	68.8749024390244
42	2.89079779913559	2.917	76.3815853658537
43	3.61084377083592	1.65	74.7769024390244
44	2.29985169242576	4.863	66.3601219512195
46	2.44202763539209	2.278	76.9679756097561
47	3.57380779032845	1.67	72.7678048780488
48	6.41209023008769	1.28	75.8707317073171
49	2.39108922699055	5.779	52.1314878048781
50	3.1151714999154	1.75	75.1168292682927
52	3.35764392132873	3.262	68.9648780487805
53	4.59871740097527	3.957	67.976
54	3.61194357238463	3.368	70.3200243902439
55	2.59781343894166	1.45	67.909756097561
56	5.7716788463553	3.876	64.1127073170732
57	2.89513871124408	6.042	50.692243902439
58	5.06587993401604	1.27	77.5465853658537
59	5.57747298030517	6.97	48.398
60	3.10195237181471	1.81	75.7051219512195
61	2.42433763906078	3.33	66.2241463414634
62	2.15461464603796	4.766	66.5357073170732
64	5.7652273501668	1.73	77.3
65	2.49495641849845	5.015	61.3609512195122
66	5.72080058608336	1.82	76.3853658536585
67	2.15017982675626	3.401	70.7642926829268
68	3.08491235397321	2.013	70.3386097560976
69	3.95314229741207	5.278	57.8559512195122
71	2.49074219460294	6.009	53.3804390243902
72	3.3079618250419	6.547	44.9085853658537
73	2.31326619564968	5.902	47.7722926829268
74	3.58411357846375	1.34	77.390243902439
75	3.51182525966958	5.397	63.8934634146341
76	2.18031418351123	3.101	72.7625609756098
77	2.51015319378286	6.486	43.310243902439
78	2.4155094047655	2.534	61.7111219512195
79	3.18932305255898	1.342	78.0317073170732
80	3.1291955057399	4.846	67.6783658536585
81	3.05451604466799	1.52	71.5224390243903
82	3.34493242732434	5.103	56.3900731707317
83	3.57591493588588	1.69	69.1012195121951
84	8.71569239125019	2.849	63.2545365853659
85	2.92565505634091	1.93	75.2964390243903
86	3.12292825766373	2.8	77.1536585365854
88	16.8644452405734	3.676	59.1864878048781
89	4.14158206099292	5.758	70.4960975609756
90	5.76131861594718	3.808	66.5198536585366
91	2.2494698331678	2.22	78.9346341463415
92	5.69210448380329	1.25	77.51
93	2.18230007222629	1.45	76.053
94	2.76453884682054	2.815	70.3590975609756
95	2.96743690946042	5.081	71.0741219512195
96	7.46555843502688	1.458	79.2936585365854
97	4.48941638854391	5.506	57.7995853658537
98	3.04039762654665	3.3	67.1926829268293
99	3.55444964689342	5.301	55.8160487804878
101	2.32470893771556	5.293	56.2645365853659
103	4.25305856768243	2.363	68.5706097560976
104	5.25069323099115	1.67	72.6819512195122
105	2.68580784239741	2.8396	68.249512195122
108	3.9789567606115	2.3	66.7268292682927
109	3.05290667381809	5.782	56.6543658536585
110	2.83356128534906	2.977	69.427512195122
111	2.18280596770902	2.8	71.6317073170732
113	4.05714555523681	2.337	69.5779756097561
114	2.69300150205198	6.282	41.9878048780488
115	2.63654998505786	4.686	59.1357804878049
116	2.9393341846918	1.67	68.9104878048781
117	2.30711363084238	1.69	75.7121951219512
118	2.78348488647586	1.51	66.7226829268293
119	3.04515031929043	3.988	69.6310487804878
120	4.49717145777961	3.573	65.6904390243903
122	2.94218832667796	2.079	67.0511219512195
123	2.38315219902501	1.815	75.8410243902439
125	3.74124929801339	6.126	53.0399268292683
127	2.68825172616408	2.028	71.7686829268293
128	3.4305268699494	7.004	45.0768780487805
129	5.25057183981528	3.06	59.020756097561
130	2.73611789480433	3.227	60.9470243902439
131	2.30221870938029	1.394	76.9054390243902
133	2.72623345464043	5.746	56.439243902439
134	2.29403701178793	2.01	76.6024390243903
135	2.51206312326773	2.21	70.1073170731707
136	2.2345453764492	5.073	63.3861219512195
137	3.53294589374629	6.47	47.0175853658537
138	6.68877840628986	3.111	71.9741951219512
139	4.17368212274687	3.395	70.7398536585366
140	3.88984602812144	6.098	44.3696341463415
141	2.6107842229416	4.842	60.786243902439
142	2.20629664381184	2.7633333333	71.6560975609756
143	3.43199118049917	7.766	43.0881951219512
144	6.97403801340151	6.209	45.2902682926829
145	3.03272280986622	4.381	66.2114634146342
146	3.91488518375725	1.57	76.9165853658537
147	3.01652456226053	1.86	77.1517073170732
148	4.16539464521155	4.912	55.9456829268293
149	2.9251287163116	2.05	76.4341463414634
150	2.6994723666181	6.108	72.3749756097561
151	2.79603398529297	2.864	72.9176097560976
152	4.35281896807536	3.514	66.9933902439025
153	2.22125043292776	3.003	70.2994390243903
154	3.03618628429748	4.701	56.7384634146342
155	5.99435979689146	4.113	65.6843902439025
156	7.37261739496565	5.634	61.5517317073171
157	5.03726703431756	1.85	71.5951219512195
158	2.93072504415365	2.153	74.1916585365854
159	2.73602860155589	6.474	69.0443658536585
160	3.54711674456741	1.53	74.5121951219512
162	3.04782865096715	4.266	68.5123658536586
163	2.34204125700443	3.902	74.8385853658537
164	4.33652883165818	1.44	69.5634146341464
166	7.9687138816688	1.385	64.9358536585366
167	3.2058745206977	6.316	26.8187073170732
168	4.06367078713122	5.352	69.9278780487805
169	2.28356568704105	5.461	58.4545853658537
171	4.33561545734162	5.784	53.5743658536585
172	3.44580709581638	2	78.0604878048781
173	2.8909584123434	1.778	76.857
174	2.69046951714207	1.33	73.2536585365854
175	3.12977572091777	1.87	72.4487804878049
176	2.97797129216375	5.822	37.3456341463415
178	3.40508489336285	6.298	53.9326829268293
179	3.22589668733034	6.508	43.9059512195122
180	2.31742672661724	2.635	67.7091951219512
182	2.17061320754433	5.129	61.3667317073171
183	3.15829351822906	3.695	68.1965609756098
185	3.80343202313041	4.711	72.2017804878049
186	2.47026976067032	5.211	58.3847317073171
188	3.25233827725577	6.647	50.2989512195122
189	2.9890671368278	5.932	53.6878780487805
190	5.73209772684136	1.952	72.3788536585366
191	3.1603083573623	4.825	62.3032682926829
192	2.44560539224825	5.874	49.0801219512195
193	2.97803052560585	3.898	62.7733658536585
194	3.44072447911731	3.025	70.7536585365854
195	2.14797377097249	4.547	69.9007317073171
196	5.68824491777671	2.856	64.8002195121951
197	2.54541657123809	2.06	69.0621463414634
199	4.59869409359997	6.013	49.8359756097561
200	5.53773654080161	1.6	67.8780487804878
201	4.15868002836811	7.057	45.5394878048781
202	9.89605174588408	2.0195	75.419512195122
203	2.87250880742919	2.463	73.0470975609756
204	4.29398356108915	3.8	66.2741707317073
205	2.15780867594691	2.811	69.7876341463415
206	4.25274042065524	3.218	71.769512195122
207	2.15664917732575	2.996	75.6949024390244
208	6.08718802515509	3.071	68.0933414634146
209	2.19315618258479	4.804	64.5593414634146
210	2.19769290233952	4.709	66.5691463414634
211	3.81431180439415	8.1	56.8416585365854
212	4.99801358647162	3.296	61.0248536585366
213	3.42108187871133	6.294	44.8484146341463
214	3.63957010233415	4.674	56.7708048780488
