x	y	label	clickSelects	showSelected1	group
1960	68.9309024390244	Puerto Rico	Puerto Rico	Puerto Rico	155
1960	63.0365853658537	Portugal	Portugal	Portugal	154
1960	63.6422195121951	Paraguay	Paraguay	Paraguay	150
1960	59.7569024390244	Qatar	Qatar	Qatar	156
1960	65.7178780487805	Romania	Romania	Romania	157
1960	67.4099268292683	Russian Federation	Russian Federation	Russian Federation	158
1960	42.2249024390244	Rwanda	Rwanda	Rwanda	159
1960	44.8748780487805	Saudi Arabia	Saudi Arabia	Saudi Arabia	163
1960	49.3817073170732	Solomon Islands	Solomon Islands	Solomon Islands	172
1960	41.5859268292683	Sudan	Sudan	Sudan	182
1960	73.0056097560976	Sweden	Sweden	Sweden	185
1960	65.6598292682927	Singapore	Singapore	Singapore	168
1960	68.9780487804878	Slovenia	Slovenia	Slovenia	171
1960	69.9837073170732	Slovak Republic	Slovak Republic	Slovak Republic	170
1960	31.4612195121951	Sierra Leone	Sierra Leone	Sierra Leone	167
1960	38.933	Senegal	Senegal	Senegal	164
1960	35.9853414634146	Somalia	Somalia	Somalia	173
1960	59.6706341463415	Suriname	Suriname	Suriname	183
1960	50.4869756097561	Sao Tome and Principe	Sao Tome and Principe	Sao Tome and Principe	162
1960	51.2914878048781	El Salvador	El Salvador	El Salvador	59
1960	52.7317317073171	Syrian Arab Republic	Syrian Arab Republic	Syrian Arab Republic	187
1960	44.2387804878049	Swaziland	Swaziland	Swaziland	184
1960	40.2428292682927	Chad	Chad	Chad	38
1960	39.5561219512195	Togo	Togo	Togo	192
1960	55.2991951219512	Thailand	Thailand	Thailand	190
1960	56.1694146341463	Tajikistan	Tajikistan	Tajikistan	188
1960	33.7271219512195	Timor-Leste	Timor-Leste	Timor-Leste	191
1960	54.4438048780488	Turkmenistan	Turkmenistan	Turkmenistan	197
1960	48.3358048780488	Tunisia	Tunisia	Tunisia	195
1960	61.3645365853659	Tonga	Tonga	Tonga	193
1960	48.2708536585366	Turkey	Turkey	Turkey	196
1960	63.2135365853659	Trinidad and Tobago	Trinidad and Tobago	Trinidad and Tobago	194
1960	43.6538780487805	Tanzania	Tanzania	Tanzania	189
1960	69.8958048780488	Ukraine	Ukraine	Ukraine	201
1960	43.9785609756098	Uganda	Uganda	Uganda	200
1960	69.7707317073171	United States	United States	United States	204
1960	67.811	Uruguay	Uruguay	Uruguay	205
1960	58.8901463414634	Uzbekistan	Uzbekistan	Uzbekistan	206
1960	54.0289268292683	St. Vincent and the Grenadines	St. Vincent and the Grenadines	St. Vincent and the Grenadines	181
1960	58.5186829268293	Venezuela, RB	Venezuela, RB	Venezuela, RB	208
1960	63.7302195121951	Virgin Islands (U.S.)	Virgin Islands (U.S.)	Virgin Islands (U.S.)	210
1960	44.1620975609756	Vietnam	Vietnam	Vietnam	209
1960	46.4874878048781	Vanuatu	Vanuatu	Vanuatu	207
1960	49.969512195122	Samoa	Samoa	Samoa	160
1960	37.7865609756098	Yemen, Rep.	Yemen, Rep.	Yemen, Rep.	212
1960	49.0362926829268	South Africa	South Africa	South Africa	174
1960	45.1098048780488	Zambia	Zambia	Zambia	213
1960	51.5424634146342	Zimbabwe	Zimbabwe	Zimbabwe	214
