group	size	x	y
2	2.14306812152599	6.928	51.6086829268293
3	3.45043519681812	7.7	31.1320975609756
5	2.62232936855816	5.951	62.2543658536585
6	2.6685203181899	4.55	65.8539512195122
7	3.09096342710789	7.316	32.9853414634146
8	4.22400581375894	3.109	65.1751463414634
10	3.2998145891885	2.69	68.5856097560976
11	3.56973462473434	3.453	70.8170731708781
12	2.10943871395222	4.82	65.5693658536586
13	2.96643081969998	5.571	60.836243902439
14	2.88988095510531	4.052	60.2073658536586
15	2.23313333415672	4.333	64.4752682926829
16	5.44700000719589	6.724	47.7585365853659
17	3.48144777117126	2.575	69.7019512195122
18	3.07583023585969	6.291	35.8631463414634
19	3.37338186468212	2.308	69.2475609756098
20	2.19481750714377	7.09	51.7798048780488
21	2.81697560726114	6.801	41.2365365853659
22	2.76306220419112	6.282	35.5763414634146
24	2.1363803636979	6.487	62.3364634146342
25	2.89627675930375	6.696	42.6520487804878
26	6.1780681602768	6.21	54.4922195121951
27	2.15889104071665	4.495	63.2249268292683
28	2.2296589953996	6.67	37.0762682926829
29	2.35314409572301	6.615	50.537243902439
30	3.40195841872405	2.67	68.2738780487805
31	2.14511576577386	6.5	60.8958536585366
32	4.07242315075784	3.811	71.1331707317073
33	3.91224505665263	6.001	41.0180487804878
34	2.59969098493454	5.84	36.4826341463415
35	2.49204532951477	5.88	48.5835609756098
36	3.13004342838894	2.336	71.3134146341463
37	2.91240389366419	7.351	40.4241951219512
38	3.3541790961816	5.582	57.0162926829268
39	3.13359765067334	5.774	41.523756097561
40	14.6496601810927	5.469	43.4578780487805
41	3.95922021924848	6.807	56.7129268292683
42	2.5647834941078	7.311	61.6029512195122
43	3.30842207244148	4.182	63.6626585365854
44	2.2233535217121	6.885	48.672
46	2.36933211127687	3.5	69.5906097560976
47	3.51732545332167	2.075	70.3487804878049
48	6.17918806029143	2.37	69.6202926829268
49	2.13797079528934	7.816	38.536
50	3.04762408387255	2.57	72.1765853658537
52	2.89072791729166	7.555	51.790756097561
53	3.64446073317171	7.329	46.9853902439025
54	3.04015469999434	6.716	53.1200487804878
55	2.53905506764602	1.96	68.5777317073171
56	4.5913309600578	6.65	45.9335609756098
57	2.57961672677764	6.899	39.1062682926829
58	4.70267196688991	2.862	69.1092682926829
59	4.30489635792879	6.881	38.4057073170732
60	3.03031163592017	2.714	68.819756097561
61	2.3055113818972	6.461	55.9504146341463
62	2.09827237052041	6.934	57.5865853658537
64	5.34494446281681	2.85	69.8682926829268
65	2.3444268624853	4.105	39.5681707317073
66	5.54521401410314	2.692	71.1268292682927
67	2.1432800626248	6.743	63.1079268292683
68	2.93459624074353	2.964	63.4277073170732
69	3.26283844107215	6.749	45.9767073170732
71	2.29534956998498	5.573	33.5446341463415
72	2.92570986351764	6.372	32.3641219512195
73	2.24382416324035	5.505	36.7330487804878
74	3.41335239607395	2.277	68.7255609756098
75	2.99610140870759	6.534	45.7452926829268
76	2.12240593903379	6.052	61.2263414634146
77	2.38926206209618	5.828	34.5066829268293
78	2.36520657016846	6.474	52.7795853658537
79	2.85833635007864	5.162	66.9997073170732
80	2.69230609901849	7.458	46.2103170731707
81	2.9960248262402	2.332	65.9691219512195
82	2.96287475796457	6.324	42.0826829268293
83	3.54722341387453	2.019	68.0031707317073
84	6.61241101905718	5.666	45.0732682926829
85	2.82309805326955	3.76	69.691756097561
88	12.3849271133457	5.87	42.4455853658537
89	3.32197618666537	6.252	48.8539268292683
90	4.29484399434422	6.944	44.5774390243903
91	2.20270613363595	4.294	73.4267073170732
92	5.46997701046003	2.406	69.1239024390244
93	2.15881025140824	2.421	70.6397804878049
94	2.62428707682774	5.419	64.1918292682927
95	2.44880951340288	7.687	53.8540487804878
96	6.71038831312434	2.001	67.6660975609756
97	3.39401734849668	7.946	46.3624146341463
98	2.72115113141421	5.166	56.1123414634146
99	3.1709295860628	6.3	42.4041463414634
101	2.21133903516239	6.792	43.4419512195122
103	3.65510555925341	3.643	55.2211707317073
104	4.45228314904987	6.155	52.9987317073171
106	2.24863622043046	7.251	61.4006829268293
108	3.54815568208595	4.563	58.3035609756098
109	2.71235443863367	5.961	43.9777317073171
110	2.65721725691061	5.731	60.9993414634146
111	2.14331354240436	6.967	57.6486829268293
113	3.54038923938456	5.541	57.8603414634146
114	2.51740837521004	6.406	37.6482682926829
115	2.45078592439314	5.839	46.5009512195122
116	2.81577236287777	2.56	69.8473170731707
117	2.27255794060889	2.28	68.3215609756098
118	2.71256453256635	1.94	69.7868292682927
119	2.58448494455868	7.057	46.6787317073171
120	3.71939193290221	7.17	46.6150731707317
122	2.78052631911891	3.328	61.8030243902439
123	2.33748855442579	2.634	62.4055365853659
125	3.10553007598982	7.3	39.8808780487805
127	2.5931832509995	4.128	60.7211951219512
128	3.1054835329258	6.703	30.3108048780488
129	4.27003926228674	6.05	42.7107804878049
130	2.47768003277883	6.953	48.6804390243902
131	2.20025474282577	4.945	65.0418292682927
133	2.45261911392352	6.775	42.2319024390244
134	2.27803864303326	3.62	67.6017804878049
135	2.39640494657746	6.167	58.7538780487805
136	2.14252384687253	7.021	37.4779512195122
137	2.91900565782268	6.909	37.7736341463415
138	5.04576762424438	6.783	57.0351219512195
139	3.39878731477854	6.309	59.4188292682927
140	3.35402479974867	6.6	35.0037073170732
141	2.37882768323852	6.149	46.8803902439024
142	2.13388005579082	6.278	58.6390243902439
143	2.89413524201717	7.039	37.897243902439
144	5.29305511814445	6.354	38.4964878048781
145	2.65165445449793	7.336	46.9109512195122
146	3.65962502614585	3.122	73.3926829268293
147	2.92629983934434	2.846	73.549756097561
148	3.51280772584304	6.103	38.4940487804878
149	2.75360100139012	4.129	71.2365853658537
150	2.36238478080325	7.247	42.2736097560976
151	2.52105252184082	5.943	60.7899756097561
152	3.5431522833521	6.876	47.643243902439
153	2.13305601032589	6.508	56.3299024390244
154	2.68615001020708	6.275	38.462243902439
155	4.51017222950722	7.148	57.81
156	5.30501540612867	6.6	46.642756097561
157	4.66614405090937	2.98	67.6804878048781
158	2.75140146592781	4.657	68.9309024390244
160	3.45730514290408	3.006	63.0365853658537
162	2.67559555217647	6.5	63.6422195121951
163	2.10160510804482	6.971	59.7569024390244
164	4.10104061074523	2.34	65.7178780487805
166	7.3627920303392	2.52	67.4099268292683
167	2.8382334400582	8.165	42.2249024390244
168	2.9878158668323	7.216	44.8748780487805
169	2.16506864895108	6.388	49.3817073170732
171	3.34336804555074	6.625	41.5859268292683
172	3.33954186123545	2.174	73.0056097560976
173	2.62754406077779	5.454	65.6598292682927
174	2.61572060972283	2.323	68.9780487804878
175	2.98732825318372	3.04	69.9837073170732
176	2.71912105401034	6.034	31.4612195121951
178	2.87249093691377	6.635	38.933
179	2.81250628859395	7.25	35.9853414634146
180	2.26186033693915	6.608	59.6706341463415
182	2.11994531680153	6.242	50.4869756097561
183	2.81495155247414	6.728	51.2914878048781
185	3.04913124261829	7.467	52.7317317073171
186	2.28765712765149	6.717	44.2387804878049
188	2.84807316335944	6.25	40.2428292682927
189	2.61490056559674	6.521	39.5561219512195
190	4.56175130190145	6.147	55.2991951219512
191	2.70291439160491	6.235	56.1694146341463
192	2.34472551152674	6.373	33.7271219512195
193	2.61742872586829	6.415	54.4438048780488
194	3.00569567458935	7.182	48.3358048780488
195	2.11726041478781	7.363	61.3645365853659
196	4.57067677755379	6.116	48.2708536585366
197	2.45000541036594	5.237	63.2135365853659
199	3.55422479145337	6.806	43.6538780487805
200	5.19885236148929	2.24	69.8958048780488
201	3.27566103417958	6.999	43.9785609756098
202	8.58314814075398	3.654	69.7707317073171
203	2.77972362771776	2.881	67.811
204	3.4324677596928	6.707	58.8901463414634
205	2.13561397515198	7.224	54.0289268292683
206	3.34807665277236	6.616	58.5186829268293
207	2.08154531099251	5.547	63.7302195121951
208	4.88669871749473	7.085	44.1620975609756
209	2.11939006246825	7.197	46.4874878048781
210	2.15822462181012	7.362	49.969512195122
211	3.10557498981616	7.292	37.7865609756098
212	4.04251769109667	6.446	49.0362926829268
213	2.85931700090355	7.018	45.1098048780488
214	2.94820178583274	7.158	51.5424634146342
