xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	group
1969.5	1970.5	1970 1969	year	1970	year	1969	531
1970.5	1971.5	1971 1969	year	1971	year	1969	583
1971.5	1972.5	1972 1969	year	1972	year	1969	635
1972.5	1973.5	1973 1969	year	1973	year	1969	687
1973.5	1974.5	1974 1969	year	1974	year	1969	739
1974.5	1975.5	1975 1969	year	1975	year	1969	791
1975.5	1976.5	1976 1969	year	1976	year	1969	843
1976.5	1977.5	1977 1969	year	1977	year	1969	895
1977.5	1978.5	1978 1969	year	1978	year	1969	947
1978.5	1979.5	1979 1969	year	1979	year	1969	999
1979.5	1980.5	1980 1969	year	1980	year	1969	1051
1980.5	1981.5	1981 1969	year	1981	year	1969	1103
1981.5	1982.5	1982 1969	year	1982	year	1969	1155
1982.5	1983.5	1983 1969	year	1983	year	1969	1207
1983.5	1984.5	1984 1969	year	1984	year	1969	1259
1984.5	1985.5	1985 1969	year	1985	year	1969	1311
1985.5	1986.5	1986 1969	year	1986	year	1969	1363
1986.5	1987.5	1987 1969	year	1987	year	1969	1415
1987.5	1988.5	1988 1969	year	1988	year	1969	1467
1988.5	1989.5	1989 1969	year	1989	year	1969	1519
1989.5	1990.5	1990 1969	year	1990	year	1969	1571
1990.5	1991.5	1991 1969	year	1991	year	1969	1623
1991.5	1992.5	1992 1969	year	1992	year	1969	1675
1992.5	1993.5	1993 1969	year	1993	year	1969	1727
1993.5	1994.5	1994 1969	year	1994	year	1969	1779
1994.5	1995.5	1995 1969	year	1995	year	1969	1831
1995.5	1996.5	1996 1969	year	1996	year	1969	1883
1996.5	1997.5	1997 1969	year	1997	year	1969	1935
1997.5	1998.5	1998 1969	year	1998	year	1969	1987
1998.5	1999.5	1999 1969	year	1999	year	1969	2039
1999.5	2000.5	2000 1969	year	2000	year	1969	2091
2000.5	2001.5	2001 1969	year	2001	year	1969	2143
2001.5	2002.5	2002 1969	year	2002	year	1969	2195
2002.5	2003.5	2003 1969	year	2003	year	1969	2247
2003.5	2004.5	2004 1969	year	2004	year	1969	2299
2004.5	2005.5	2005 1969	year	2005	year	1969	2351
2005.5	2006.5	2006 1969	year	2006	year	1969	2403
2006.5	2007.5	2007 1969	year	2007	year	1969	2455
2007.5	2008.5	2008 1969	year	2008	year	1969	2507
2008.5	2009.5	2009 1969	year	2009	year	1969	2559
2009.5	2010.5	2010 1969	year	2010	year	1969	2611
2010.5	2011.5	2011 1969	year	2011	year	1969	2663
2011.5	2012.5	2012 1969	year	2012	year	1969	2715
1959.5	1960.5	1960 1970	year	1960	year	1970	11
1960.5	1961.5	1961 1970	year	1961	year	1970	63
1961.5	1962.5	1962 1970	year	1962	year	1970	115
1962.5	1963.5	1963 1970	year	1963	year	1970	167
1963.5	1964.5	1964 1970	year	1964	year	1970	219
1964.5	1965.5	1965 1970	year	1965	year	1970	271
1965.5	1966.5	1966 1970	year	1966	year	1970	323
1966.5	1967.5	1967 1970	year	1967	year	1970	375
1967.5	1968.5	1968 1970	year	1968	year	1970	427
1968.5	1969.5	1969 1970	year	1969	year	1970	479
1969.5	1970.5	1	year	1970	year	1970	1
1970.5	1971.5	1971 1970	year	1971	year	1970	584
1971.5	1972.5	1972 1970	year	1972	year	1970	636
1972.5	1973.5	1973 1970	year	1973	year	1970	688
1973.5	1974.5	1974 1970	year	1974	year	1970	740
1974.5	1975.5	1975 1970	year	1975	year	1970	792
1975.5	1976.5	1976 1970	year	1976	year	1970	844
1976.5	1977.5	1977 1970	year	1977	year	1970	896
1977.5	1978.5	1978 1970	year	1978	year	1970	948
1978.5	1979.5	1979 1970	year	1979	year	1970	1000
1979.5	1980.5	1980 1970	year	1980	year	1970	1052
1980.5	1981.5	1981 1970	year	1981	year	1970	1104
1981.5	1982.5	1982 1970	year	1982	year	1970	1156
1982.5	1983.5	1983 1970	year	1983	year	1970	1208
1983.5	1984.5	1984 1970	year	1984	year	1970	1260
1984.5	1985.5	1985 1970	year	1985	year	1970	1312
1985.5	1986.5	1986 1970	year	1986	year	1970	1364
1986.5	1987.5	1987 1970	year	1987	year	1970	1416
1987.5	1988.5	1988 1970	year	1988	year	1970	1468
1988.5	1989.5	1989 1970	year	1989	year	1970	1520
1989.5	1990.5	1990 1970	year	1990	year	1970	1572
1990.5	1991.5	1991 1970	year	1991	year	1970	1624
1991.5	1992.5	1992 1970	year	1992	year	1970	1676
1992.5	1993.5	1993 1970	year	1993	year	1970	1728
1993.5	1994.5	1994 1970	year	1994	year	1970	1780
1994.5	1995.5	1995 1970	year	1995	year	1970	1832
1995.5	1996.5	1996 1970	year	1996	year	1970	1884
1996.5	1997.5	1997 1970	year	1997	year	1970	1936
1997.5	1998.5	1998 1970	year	1998	year	1970	1988
1998.5	1999.5	1999 1970	year	1999	year	1970	2040
1999.5	2000.5	2000 1970	year	2000	year	1970	2092
2000.5	2001.5	2001 1970	year	2001	year	1970	2144
2001.5	2002.5	2002 1970	year	2002	year	1970	2196
2002.5	2003.5	2003 1970	year	2003	year	1970	2248
2003.5	2004.5	2004 1970	year	2004	year	1970	2300
2004.5	2005.5	2005 1970	year	2005	year	1970	2352
2005.5	2006.5	2006 1970	year	2006	year	1970	2404
2006.5	2007.5	2007 1970	year	2007	year	1970	2456
2007.5	2008.5	2008 1970	year	2008	year	1970	2508
2008.5	2009.5	2009 1970	year	2009	year	1970	2560
2009.5	2010.5	2010 1970	year	2010	year	1970	2612
2010.5	2011.5	2011 1970	year	2011	year	1970	2664
2011.5	2012.5	2012 1970	year	2012	year	1970	2716
1959.5	1960.5	1960 1971	year	1960	year	1971	12
1960.5	1961.5	1961 1971	year	1961	year	1971	64
1961.5	1962.5	1962 1971	year	1962	year	1971	116
1962.5	1963.5	1963 1971	year	1963	year	1971	168
1963.5	1964.5	1964 1971	year	1964	year	1971	220
1964.5	1965.5	1965 1971	year	1965	year	1971	272
1965.5	1966.5	1966 1971	year	1966	year	1971	324
1966.5	1967.5	1967 1971	year	1967	year	1971	376
1967.5	1968.5	1968 1971	year	1968	year	1971	428
1968.5	1969.5	1969 1971	year	1969	year	1971	480
1969.5	1970.5	1970 1971	year	1970	year	1971	532
1970.5	1971.5	1	year	1971	year	1971	1
1971.5	1972.5	1972 1971	year	1972	year	1971	637
1972.5	1973.5	1973 1971	year	1973	year	1971	689
1973.5	1974.5	1974 1971	year	1974	year	1971	741
1974.5	1975.5	1975 1971	year	1975	year	1971	793
1975.5	1976.5	1976 1971	year	1976	year	1971	845
1976.5	1977.5	1977 1971	year	1977	year	1971	897
1977.5	1978.5	1978 1971	year	1978	year	1971	949
1978.5	1979.5	1979 1971	year	1979	year	1971	1001
1979.5	1980.5	1980 1971	year	1980	year	1971	1053
1980.5	1981.5	1981 1971	year	1981	year	1971	1105
1981.5	1982.5	1982 1971	year	1982	year	1971	1157
1982.5	1983.5	1983 1971	year	1983	year	1971	1209
1983.5	1984.5	1984 1971	year	1984	year	1971	1261
1984.5	1985.5	1985 1971	year	1985	year	1971	1313
1985.5	1986.5	1986 1971	year	1986	year	1971	1365
1986.5	1987.5	1987 1971	year	1987	year	1971	1417
1987.5	1988.5	1988 1971	year	1988	year	1971	1469
1988.5	1989.5	1989 1971	year	1989	year	1971	1521
1989.5	1990.5	1990 1971	year	1990	year	1971	1573
1990.5	1991.5	1991 1971	year	1991	year	1971	1625
1991.5	1992.5	1992 1971	year	1992	year	1971	1677
1992.5	1993.5	1993 1971	year	1993	year	1971	1729
1993.5	1994.5	1994 1971	year	1994	year	1971	1781
1994.5	1995.5	1995 1971	year	1995	year	1971	1833
1995.5	1996.5	1996 1971	year	1996	year	1971	1885
1996.5	1997.5	1997 1971	year	1997	year	1971	1937
1997.5	1998.5	1998 1971	year	1998	year	1971	1989
1998.5	1999.5	1999 1971	year	1999	year	1971	2041
1999.5	2000.5	2000 1971	year	2000	year	1971	2093
2000.5	2001.5	2001 1971	year	2001	year	1971	2145
2001.5	2002.5	2002 1971	year	2002	year	1971	2197
2002.5	2003.5	2003 1971	year	2003	year	1971	2249
2003.5	2004.5	2004 1971	year	2004	year	1971	2301
2004.5	2005.5	2005 1971	year	2005	year	1971	2353
2005.5	2006.5	2006 1971	year	2006	year	1971	2405
2006.5	2007.5	2007 1971	year	2007	year	1971	2457
2007.5	2008.5	2008 1971	year	2008	year	1971	2509
2008.5	2009.5	2009 1971	year	2009	year	1971	2561
2009.5	2010.5	2010 1971	year	2010	year	1971	2613
2010.5	2011.5	2011 1971	year	2011	year	1971	2665
2011.5	2012.5	2012 1971	year	2012	year	1971	2717
1959.5	1960.5	1960 1972	year	1960	year	1972	13
1960.5	1961.5	1961 1972	year	1961	year	1972	65
1961.5	1962.5	1962 1972	year	1962	year	1972	117
1962.5	1963.5	1963 1972	year	1963	year	1972	169
1963.5	1964.5	1964 1972	year	1964	year	1972	221
1964.5	1965.5	1965 1972	year	1965	year	1972	273
1965.5	1966.5	1966 1972	year	1966	year	1972	325
1966.5	1967.5	1967 1972	year	1967	year	1972	377
1967.5	1968.5	1968 1972	year	1968	year	1972	429
1968.5	1969.5	1969 1972	year	1969	year	1972	481
1969.5	1970.5	1970 1972	year	1970	year	1972	533
1970.5	1971.5	1971 1972	year	1971	year	1972	585
1971.5	1972.5	1	year	1972	year	1972	1
1972.5	1973.5	1973 1972	year	1973	year	1972	690
1973.5	1974.5	1974 1972	year	1974	year	1972	742
1974.5	1975.5	1975 1972	year	1975	year	1972	794
1975.5	1976.5	1976 1972	year	1976	year	1972	846
1976.5	1977.5	1977 1972	year	1977	year	1972	898
1977.5	1978.5	1978 1972	year	1978	year	1972	950
1978.5	1979.5	1979 1972	year	1979	year	1972	1002
1979.5	1980.5	1980 1972	year	1980	year	1972	1054
1980.5	1981.5	1981 1972	year	1981	year	1972	1106
1981.5	1982.5	1982 1972	year	1982	year	1972	1158
1982.5	1983.5	1983 1972	year	1983	year	1972	1210
1983.5	1984.5	1984 1972	year	1984	year	1972	1262
1984.5	1985.5	1985 1972	year	1985	year	1972	1314
1985.5	1986.5	1986 1972	year	1986	year	1972	1366
1986.5	1987.5	1987 1972	year	1987	year	1972	1418
1987.5	1988.5	1988 1972	year	1988	year	1972	1470
1988.5	1989.5	1989 1972	year	1989	year	1972	1522
1989.5	1990.5	1990 1972	year	1990	year	1972	1574
1990.5	1991.5	1991 1972	year	1991	year	1972	1626
1991.5	1992.5	1992 1972	year	1992	year	1972	1678
1992.5	1993.5	1993 1972	year	1993	year	1972	1730
1993.5	1994.5	1994 1972	year	1994	year	1972	1782
1994.5	1995.5	1995 1972	year	1995	year	1972	1834
1995.5	1996.5	1996 1972	year	1996	year	1972	1886
1996.5	1997.5	1997 1972	year	1997	year	1972	1938
1997.5	1998.5	1998 1972	year	1998	year	1972	1990
1998.5	1999.5	1999 1972	year	1999	year	1972	2042
1999.5	2000.5	2000 1972	year	2000	year	1972	2094
2000.5	2001.5	2001 1972	year	2001	year	1972	2146
2001.5	2002.5	2002 1972	year	2002	year	1972	2198
2002.5	2003.5	2003 1972	year	2003	year	1972	2250
2003.5	2004.5	2004 1972	year	2004	year	1972	2302
2004.5	2005.5	2005 1972	year	2005	year	1972	2354
2005.5	2006.5	2006 1972	year	2006	year	1972	2406
2006.5	2007.5	2007 1972	year	2007	year	1972	2458
2007.5	2008.5	2008 1972	year	2008	year	1972	2510
2008.5	2009.5	2009 1972	year	2009	year	1972	2562
2009.5	2010.5	2010 1972	year	2010	year	1972	2614
2010.5	2011.5	2011 1972	year	2011	year	1972	2666
2011.5	2012.5	2012 1972	year	2012	year	1972	2718
1959.5	1960.5	1960 1973	year	1960	year	1973	14
1960.5	1961.5	1961 1973	year	1961	year	1973	66
1961.5	1962.5	1962 1973	year	1962	year	1973	118
1962.5	1963.5	1963 1973	year	1963	year	1973	170
1963.5	1964.5	1964 1973	year	1964	year	1973	222
1964.5	1965.5	1965 1973	year	1965	year	1973	274
1965.5	1966.5	1966 1973	year	1966	year	1973	326
1966.5	1967.5	1967 1973	year	1967	year	1973	378
1967.5	1968.5	1968 1973	year	1968	year	1973	430
1968.5	1969.5	1969 1973	year	1969	year	1973	482
1969.5	1970.5	1970 1973	year	1970	year	1973	534
1970.5	1971.5	1971 1973	year	1971	year	1973	586
1971.5	1972.5	1972 1973	year	1972	year	1973	638
1972.5	1973.5	1	year	1973	year	1973	1
1973.5	1974.5	1974 1973	year	1974	year	1973	743
1974.5	1975.5	1975 1973	year	1975	year	1973	795
1975.5	1976.5	1976 1973	year	1976	year	1973	847
1976.5	1977.5	1977 1973	year	1977	year	1973	899
1977.5	1978.5	1978 1973	year	1978	year	1973	951
1978.5	1979.5	1979 1973	year	1979	year	1973	1003
1979.5	1980.5	1980 1973	year	1980	year	1973	1055
1980.5	1981.5	1981 1973	year	1981	year	1973	1107
1981.5	1982.5	1982 1973	year	1982	year	1973	1159
1982.5	1983.5	1983 1973	year	1983	year	1973	1211
1983.5	1984.5	1984 1973	year	1984	year	1973	1263
1984.5	1985.5	1985 1973	year	1985	year	1973	1315
1985.5	1986.5	1986 1973	year	1986	year	1973	1367
1986.5	1987.5	1987 1973	year	1987	year	1973	1419
1987.5	1988.5	1988 1973	year	1988	year	1973	1471
1988.5	1989.5	1989 1973	year	1989	year	1973	1523
1989.5	1990.5	1990 1973	year	1990	year	1973	1575
1990.5	1991.5	1991 1973	year	1991	year	1973	1627
1991.5	1992.5	1992 1973	year	1992	year	1973	1679
1992.5	1993.5	1993 1973	year	1993	year	1973	1731
1993.5	1994.5	1994 1973	year	1994	year	1973	1783
1994.5	1995.5	1995 1973	year	1995	year	1973	1835
1995.5	1996.5	1996 1973	year	1996	year	1973	1887
1996.5	1997.5	1997 1973	year	1997	year	1973	1939
1997.5	1998.5	1998 1973	year	1998	year	1973	1991
1998.5	1999.5	1999 1973	year	1999	year	1973	2043
1999.5	2000.5	2000 1973	year	2000	year	1973	2095
2000.5	2001.5	2001 1973	year	2001	year	1973	2147
2001.5	2002.5	2002 1973	year	2002	year	1973	2199
2002.5	2003.5	2003 1973	year	2003	year	1973	2251
2003.5	2004.5	2004 1973	year	2004	year	1973	2303
2004.5	2005.5	2005 1973	year	2005	year	1973	2355
2005.5	2006.5	2006 1973	year	2006	year	1973	2407
2006.5	2007.5	2007 1973	year	2007	year	1973	2459
2007.5	2008.5	2008 1973	year	2008	year	1973	2511
2008.5	2009.5	2009 1973	year	2009	year	1973	2563
2009.5	2010.5	2010 1973	year	2010	year	1973	2615
2010.5	2011.5	2011 1973	year	2011	year	1973	2667
2011.5	2012.5	2012 1973	year	2012	year	1973	2719
1959.5	1960.5	1960 1974	year	1960	year	1974	15
1960.5	1961.5	1961 1974	year	1961	year	1974	67
1961.5	1962.5	1962 1974	year	1962	year	1974	119
1962.5	1963.5	1963 1974	year	1963	year	1974	171
1963.5	1964.5	1964 1974	year	1964	year	1974	223
1964.5	1965.5	1965 1974	year	1965	year	1974	275
1965.5	1966.5	1966 1974	year	1966	year	1974	327
1966.5	1967.5	1967 1974	year	1967	year	1974	379
1967.5	1968.5	1968 1974	year	1968	year	1974	431
1968.5	1969.5	1969 1974	year	1969	year	1974	483
1969.5	1970.5	1970 1974	year	1970	year	1974	535
1970.5	1971.5	1971 1974	year	1971	year	1974	587
1971.5	1972.5	1972 1974	year	1972	year	1974	639
1972.5	1973.5	1973 1974	year	1973	year	1974	691
1973.5	1974.5	1	year	1974	year	1974	1
1974.5	1975.5	1975 1974	year	1975	year	1974	796
1975.5	1976.5	1976 1974	year	1976	year	1974	848
1976.5	1977.5	1977 1974	year	1977	year	1974	900
1977.5	1978.5	1978 1974	year	1978	year	1974	952
1978.5	1979.5	1979 1974	year	1979	year	1974	1004
1979.5	1980.5	1980 1974	year	1980	year	1974	1056
1980.5	1981.5	1981 1974	year	1981	year	1974	1108
1981.5	1982.5	1982 1974	year	1982	year	1974	1160
1982.5	1983.5	1983 1974	year	1983	year	1974	1212
1983.5	1984.5	1984 1974	year	1984	year	1974	1264
1984.5	1985.5	1985 1974	year	1985	year	1974	1316
1985.5	1986.5	1986 1974	year	1986	year	1974	1368
1986.5	1987.5	1987 1974	year	1987	year	1974	1420
1987.5	1988.5	1988 1974	year	1988	year	1974	1472
1988.5	1989.5	1989 1974	year	1989	year	1974	1524
1989.5	1990.5	1990 1974	year	1990	year	1974	1576
1990.5	1991.5	1991 1974	year	1991	year	1974	1628
1991.5	1992.5	1992 1974	year	1992	year	1974	1680
1992.5	1993.5	1993 1974	year	1993	year	1974	1732
1993.5	1994.5	1994 1974	year	1994	year	1974	1784
1994.5	1995.5	1995 1974	year	1995	year	1974	1836
1995.5	1996.5	1996 1974	year	1996	year	1974	1888
1996.5	1997.5	1997 1974	year	1997	year	1974	1940
1997.5	1998.5	1998 1974	year	1998	year	1974	1992
1998.5	1999.5	1999 1974	year	1999	year	1974	2044
1999.5	2000.5	2000 1974	year	2000	year	1974	2096
2000.5	2001.5	2001 1974	year	2001	year	1974	2148
2001.5	2002.5	2002 1974	year	2002	year	1974	2200
2002.5	2003.5	2003 1974	year	2003	year	1974	2252
2003.5	2004.5	2004 1974	year	2004	year	1974	2304
2004.5	2005.5	2005 1974	year	2005	year	1974	2356
2005.5	2006.5	2006 1974	year	2006	year	1974	2408
2006.5	2007.5	2007 1974	year	2007	year	1974	2460
2007.5	2008.5	2008 1974	year	2008	year	1974	2512
2008.5	2009.5	2009 1974	year	2009	year	1974	2564
2009.5	2010.5	2010 1974	year	2010	year	1974	2616
2010.5	2011.5	2011 1974	year	2011	year	1974	2668
2011.5	2012.5	2012 1974	year	2012	year	1974	2720
1959.5	1960.5	1960 1975	year	1960	year	1975	16
1960.5	1961.5	1961 1975	year	1961	year	1975	68
1961.5	1962.5	1962 1975	year	1962	year	1975	120
1962.5	1963.5	1963 1975	year	1963	year	1975	172
1963.5	1964.5	1964 1975	year	1964	year	1975	224
1964.5	1965.5	1965 1975	year	1965	year	1975	276
1965.5	1966.5	1966 1975	year	1966	year	1975	328
1966.5	1967.5	1967 1975	year	1967	year	1975	380
1967.5	1968.5	1968 1975	year	1968	year	1975	432
1968.5	1969.5	1969 1975	year	1969	year	1975	484
1969.5	1970.5	1970 1975	year	1970	year	1975	536
1970.5	1971.5	1971 1975	year	1971	year	1975	588
1971.5	1972.5	1972 1975	year	1972	year	1975	640
1972.5	1973.5	1973 1975	year	1973	year	1975	692
1973.5	1974.5	1974 1975	year	1974	year	1975	744
1974.5	1975.5	1	year	1975	year	1975	1
1975.5	1976.5	1976 1975	year	1976	year	1975	849
1976.5	1977.5	1977 1975	year	1977	year	1975	901
1977.5	1978.5	1978 1975	year	1978	year	1975	953
1978.5	1979.5	1979 1975	year	1979	year	1975	1005
1979.5	1980.5	1980 1975	year	1980	year	1975	1057
1980.5	1981.5	1981 1975	year	1981	year	1975	1109
1981.5	1982.5	1982 1975	year	1982	year	1975	1161
1982.5	1983.5	1983 1975	year	1983	year	1975	1213
1983.5	1984.5	1984 1975	year	1984	year	1975	1265
1984.5	1985.5	1985 1975	year	1985	year	1975	1317
1985.5	1986.5	1986 1975	year	1986	year	1975	1369
1986.5	1987.5	1987 1975	year	1987	year	1975	1421
1987.5	1988.5	1988 1975	year	1988	year	1975	1473
1988.5	1989.5	1989 1975	year	1989	year	1975	1525
1989.5	1990.5	1990 1975	year	1990	year	1975	1577
1990.5	1991.5	1991 1975	year	1991	year	1975	1629
1991.5	1992.5	1992 1975	year	1992	year	1975	1681
1992.5	1993.5	1993 1975	year	1993	year	1975	1733
1993.5	1994.5	1994 1975	year	1994	year	1975	1785
1994.5	1995.5	1995 1975	year	1995	year	1975	1837
1995.5	1996.5	1996 1975	year	1996	year	1975	1889
1996.5	1997.5	1997 1975	year	1997	year	1975	1941
1997.5	1998.5	1998 1975	year	1998	year	1975	1993
1998.5	1999.5	1999 1975	year	1999	year	1975	2045
1999.5	2000.5	2000 1975	year	2000	year	1975	2097
2000.5	2001.5	2001 1975	year	2001	year	1975	2149
2001.5	2002.5	2002 1975	year	2002	year	1975	2201
2002.5	2003.5	2003 1975	year	2003	year	1975	2253
2003.5	2004.5	2004 1975	year	2004	year	1975	2305
2004.5	2005.5	2005 1975	year	2005	year	1975	2357
2005.5	2006.5	2006 1975	year	2006	year	1975	2409
2006.5	2007.5	2007 1975	year	2007	year	1975	2461
2007.5	2008.5	2008 1975	year	2008	year	1975	2513
2008.5	2009.5	2009 1975	year	2009	year	1975	2565
2009.5	2010.5	2010 1975	year	2010	year	1975	2617
2010.5	2011.5	2011 1975	year	2011	year	1975	2669
2011.5	2012.5	2012 1975	year	2012	year	1975	2721
1959.5	1960.5	1960 1976	year	1960	year	1976	17
1960.5	1961.5	1961 1976	year	1961	year	1976	69
1961.5	1962.5	1962 1976	year	1962	year	1976	121
1962.5	1963.5	1963 1976	year	1963	year	1976	173
1963.5	1964.5	1964 1976	year	1964	year	1976	225
1964.5	1965.5	1965 1976	year	1965	year	1976	277
1965.5	1966.5	1966 1976	year	1966	year	1976	329
1966.5	1967.5	1967 1976	year	1967	year	1976	381
1967.5	1968.5	1968 1976	year	1968	year	1976	433
1968.5	1969.5	1969 1976	year	1969	year	1976	485
1969.5	1970.5	1970 1976	year	1970	year	1976	537
1970.5	1971.5	1971 1976	year	1971	year	1976	589
1971.5	1972.5	1972 1976	year	1972	year	1976	641
1972.5	1973.5	1973 1976	year	1973	year	1976	693
1973.5	1974.5	1974 1976	year	1974	year	1976	745
1974.5	1975.5	1975 1976	year	1975	year	1976	797
1975.5	1976.5	1	year	1976	year	1976	1
1976.5	1977.5	1977 1976	year	1977	year	1976	902
1977.5	1978.5	1978 1976	year	1978	year	1976	954
1978.5	1979.5	1979 1976	year	1979	year	1976	1006
1979.5	1980.5	1980 1976	year	1980	year	1976	1058
1980.5	1981.5	1981 1976	year	1981	year	1976	1110
1981.5	1982.5	1982 1976	year	1982	year	1976	1162
1982.5	1983.5	1983 1976	year	1983	year	1976	1214
1983.5	1984.5	1984 1976	year	1984	year	1976	1266
1984.5	1985.5	1985 1976	year	1985	year	1976	1318
1985.5	1986.5	1986 1976	year	1986	year	1976	1370
1986.5	1987.5	1987 1976	year	1987	year	1976	1422
1987.5	1988.5	1988 1976	year	1988	year	1976	1474
1988.5	1989.5	1989 1976	year	1989	year	1976	1526
1989.5	1990.5	1990 1976	year	1990	year	1976	1578
1990.5	1991.5	1991 1976	year	1991	year	1976	1630
1991.5	1992.5	1992 1976	year	1992	year	1976	1682
1992.5	1993.5	1993 1976	year	1993	year	1976	1734
1993.5	1994.5	1994 1976	year	1994	year	1976	1786
1994.5	1995.5	1995 1976	year	1995	year	1976	1838
1995.5	1996.5	1996 1976	year	1996	year	1976	1890
1996.5	1997.5	1997 1976	year	1997	year	1976	1942
1997.5	1998.5	1998 1976	year	1998	year	1976	1994
1998.5	1999.5	1999 1976	year	1999	year	1976	2046
1999.5	2000.5	2000 1976	year	2000	year	1976	2098
2000.5	2001.5	2001 1976	year	2001	year	1976	2150
2001.5	2002.5	2002 1976	year	2002	year	1976	2202
2002.5	2003.5	2003 1976	year	2003	year	1976	2254
2003.5	2004.5	2004 1976	year	2004	year	1976	2306
2004.5	2005.5	2005 1976	year	2005	year	1976	2358
2005.5	2006.5	2006 1976	year	2006	year	1976	2410
2006.5	2007.5	2007 1976	year	2007	year	1976	2462
2007.5	2008.5	2008 1976	year	2008	year	1976	2514
2008.5	2009.5	2009 1976	year	2009	year	1976	2566
2009.5	2010.5	2010 1976	year	2010	year	1976	2618
2010.5	2011.5	2011 1976	year	2011	year	1976	2670
2011.5	2012.5	2012 1976	year	2012	year	1976	2722
1959.5	1960.5	1960 1977	year	1960	year	1977	18
1960.5	1961.5	1961 1977	year	1961	year	1977	70
1961.5	1962.5	1962 1977	year	1962	year	1977	122
1962.5	1963.5	1963 1977	year	1963	year	1977	174
1963.5	1964.5	1964 1977	year	1964	year	1977	226
1964.5	1965.5	1965 1977	year	1965	year	1977	278
1965.5	1966.5	1966 1977	year	1966	year	1977	330
1966.5	1967.5	1967 1977	year	1967	year	1977	382
1967.5	1968.5	1968 1977	year	1968	year	1977	434
1968.5	1969.5	1969 1977	year	1969	year	1977	486
1969.5	1970.5	1970 1977	year	1970	year	1977	538
1970.5	1971.5	1971 1977	year	1971	year	1977	590
1971.5	1972.5	1972 1977	year	1972	year	1977	642
1972.5	1973.5	1973 1977	year	1973	year	1977	694
1973.5	1974.5	1974 1977	year	1974	year	1977	746
1974.5	1975.5	1975 1977	year	1975	year	1977	798
1975.5	1976.5	1976 1977	year	1976	year	1977	850
1976.5	1977.5	1	year	1977	year	1977	1
1977.5	1978.5	1978 1977	year	1978	year	1977	955
1978.5	1979.5	1979 1977	year	1979	year	1977	1007
1979.5	1980.5	1980 1977	year	1980	year	1977	1059
1980.5	1981.5	1981 1977	year	1981	year	1977	1111
1981.5	1982.5	1982 1977	year	1982	year	1977	1163
1982.5	1983.5	1983 1977	year	1983	year	1977	1215
1983.5	1984.5	1984 1977	year	1984	year	1977	1267
1984.5	1985.5	1985 1977	year	1985	year	1977	1319
1985.5	1986.5	1986 1977	year	1986	year	1977	1371
1986.5	1987.5	1987 1977	year	1987	year	1977	1423
1987.5	1988.5	1988 1977	year	1988	year	1977	1475
1988.5	1989.5	1989 1977	year	1989	year	1977	1527
1989.5	1990.5	1990 1977	year	1990	year	1977	1579
1990.5	1991.5	1991 1977	year	1991	year	1977	1631
1991.5	1992.5	1992 1977	year	1992	year	1977	1683
1992.5	1993.5	1993 1977	year	1993	year	1977	1735
1993.5	1994.5	1994 1977	year	1994	year	1977	1787
1994.5	1995.5	1995 1977	year	1995	year	1977	1839
1995.5	1996.5	1996 1977	year	1996	year	1977	1891
1996.5	1997.5	1997 1977	year	1997	year	1977	1943
1997.5	1998.5	1998 1977	year	1998	year	1977	1995
1998.5	1999.5	1999 1977	year	1999	year	1977	2047
1999.5	2000.5	2000 1977	year	2000	year	1977	2099
2000.5	2001.5	2001 1977	year	2001	year	1977	2151
2001.5	2002.5	2002 1977	year	2002	year	1977	2203
2002.5	2003.5	2003 1977	year	2003	year	1977	2255
2003.5	2004.5	2004 1977	year	2004	year	1977	2307
2004.5	2005.5	2005 1977	year	2005	year	1977	2359
2005.5	2006.5	2006 1977	year	2006	year	1977	2411
2006.5	2007.5	2007 1977	year	2007	year	1977	2463
2007.5	2008.5	2008 1977	year	2008	year	1977	2515
2008.5	2009.5	2009 1977	year	2009	year	1977	2567
2009.5	2010.5	2010 1977	year	2010	year	1977	2619
2010.5	2011.5	2011 1977	year	2011	year	1977	2671
2011.5	2012.5	2012 1977	year	2012	year	1977	2723
1959.5	1960.5	1960 1978	year	1960	year	1978	19
1960.5	1961.5	1961 1978	year	1961	year	1978	71
1961.5	1962.5	1962 1978	year	1962	year	1978	123
1962.5	1963.5	1963 1978	year	1963	year	1978	175
1963.5	1964.5	1964 1978	year	1964	year	1978	227
1964.5	1965.5	1965 1978	year	1965	year	1978	279
1965.5	1966.5	1966 1978	year	1966	year	1978	331
1966.5	1967.5	1967 1978	year	1967	year	1978	383
1967.5	1968.5	1968 1978	year	1968	year	1978	435
1968.5	1969.5	1969 1978	year	1969	year	1978	487
1969.5	1970.5	1970 1978	year	1970	year	1978	539
1970.5	1971.5	1971 1978	year	1971	year	1978	591
1971.5	1972.5	1972 1978	year	1972	year	1978	643
1972.5	1973.5	1973 1978	year	1973	year	1978	695
1973.5	1974.5	1974 1978	year	1974	year	1978	747
1974.5	1975.5	1975 1978	year	1975	year	1978	799
1975.5	1976.5	1976 1978	year	1976	year	1978	851
1976.5	1977.5	1977 1978	year	1977	year	1978	903
1977.5	1978.5	1	year	1978	year	1978	1
1978.5	1979.5	1979 1978	year	1979	year	1978	1008
1979.5	1980.5	1980 1978	year	1980	year	1978	1060
