xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	group
1994.5	1995.5	1995 1960	year	1995	year	1960	1822
1995.5	1996.5	1996 1960	year	1996	year	1960	1874
1996.5	1997.5	1997 1960	year	1997	year	1960	1926
1997.5	1998.5	1998 1960	year	1998	year	1960	1978
1998.5	1999.5	1999 1960	year	1999	year	1960	2030
1999.5	2000.5	2000 1960	year	2000	year	1960	2082
2000.5	2001.5	2001 1960	year	2001	year	1960	2134
2001.5	2002.5	2002 1960	year	2002	year	1960	2186
2002.5	2003.5	2003 1960	year	2003	year	1960	2238
2003.5	2004.5	2004 1960	year	2004	year	1960	2290
2004.5	2005.5	2005 1960	year	2005	year	1960	2342
2005.5	2006.5	2006 1960	year	2006	year	1960	2394
2006.5	2007.5	2007 1960	year	2007	year	1960	2446
2007.5	2008.5	2008 1960	year	2008	year	1960	2498
2008.5	2009.5	2009 1960	year	2009	year	1960	2550
2009.5	2010.5	2010 1960	year	2010	year	1960	2602
2010.5	2011.5	2011 1960	year	2011	year	1960	2654
2011.5	2012.5	2012 1960	year	2012	year	1960	2706
1959.5	1960.5	1960 1961	year	1960	year	1961	2
1960.5	1961.5	1	year	1961	year	1961	1
1961.5	1962.5	1962 1961	year	1962	year	1961	107
1962.5	1963.5	1963 1961	year	1963	year	1961	159
1963.5	1964.5	1964 1961	year	1964	year	1961	211
1964.5	1965.5	1965 1961	year	1965	year	1961	263
1965.5	1966.5	1966 1961	year	1966	year	1961	315
1966.5	1967.5	1967 1961	year	1967	year	1961	367
1967.5	1968.5	1968 1961	year	1968	year	1961	419
1968.5	1969.5	1969 1961	year	1969	year	1961	471
1969.5	1970.5	1970 1961	year	1970	year	1961	523
1970.5	1971.5	1971 1961	year	1971	year	1961	575
1971.5	1972.5	1972 1961	year	1972	year	1961	627
1972.5	1973.5	1973 1961	year	1973	year	1961	679
1973.5	1974.5	1974 1961	year	1974	year	1961	731
1974.5	1975.5	1975 1961	year	1975	year	1961	783
1975.5	1976.5	1976 1961	year	1976	year	1961	835
1976.5	1977.5	1977 1961	year	1977	year	1961	887
1977.5	1978.5	1978 1961	year	1978	year	1961	939
1978.5	1979.5	1979 1961	year	1979	year	1961	991
1979.5	1980.5	1980 1961	year	1980	year	1961	1043
1980.5	1981.5	1981 1961	year	1981	year	1961	1095
1981.5	1982.5	1982 1961	year	1982	year	1961	1147
1982.5	1983.5	1983 1961	year	1983	year	1961	1199
1983.5	1984.5	1984 1961	year	1984	year	1961	1251
1984.5	1985.5	1985 1961	year	1985	year	1961	1303
1985.5	1986.5	1986 1961	year	1986	year	1961	1355
1986.5	1987.5	1987 1961	year	1987	year	1961	1407
1987.5	1988.5	1988 1961	year	1988	year	1961	1459
1988.5	1989.5	1989 1961	year	1989	year	1961	1511
1989.5	1990.5	1990 1961	year	1990	year	1961	1563
1990.5	1991.5	1991 1961	year	1991	year	1961	1615
1991.5	1992.5	1992 1961	year	1992	year	1961	1667
1992.5	1993.5	1993 1961	year	1993	year	1961	1719
1993.5	1994.5	1994 1961	year	1994	year	1961	1771
1994.5	1995.5	1995 1961	year	1995	year	1961	1823
1995.5	1996.5	1996 1961	year	1996	year	1961	1875
1996.5	1997.5	1997 1961	year	1997	year	1961	1927
1997.5	1998.5	1998 1961	year	1998	year	1961	1979
1998.5	1999.5	1999 1961	year	1999	year	1961	2031
1999.5	2000.5	2000 1961	year	2000	year	1961	2083
2000.5	2001.5	2001 1961	year	2001	year	1961	2135
2001.5	2002.5	2002 1961	year	2002	year	1961	2187
2002.5	2003.5	2003 1961	year	2003	year	1961	2239
2003.5	2004.5	2004 1961	year	2004	year	1961	2291
2004.5	2005.5	2005 1961	year	2005	year	1961	2343
2005.5	2006.5	2006 1961	year	2006	year	1961	2395
2006.5	2007.5	2007 1961	year	2007	year	1961	2447
2007.5	2008.5	2008 1961	year	2008	year	1961	2499
2008.5	2009.5	2009 1961	year	2009	year	1961	2551
2009.5	2010.5	2010 1961	year	2010	year	1961	2603
2010.5	2011.5	2011 1961	year	2011	year	1961	2655
2011.5	2012.5	2012 1961	year	2012	year	1961	2707
1959.5	1960.5	1960 1962	year	1960	year	1962	3
1960.5	1961.5	1961 1962	year	1961	year	1962	55
1961.5	1962.5	1	year	1962	year	1962	1
1962.5	1963.5	1963 1962	year	1963	year	1962	160
1963.5	1964.5	1964 1962	year	1964	year	1962	212
1964.5	1965.5	1965 1962	year	1965	year	1962	264
1965.5	1966.5	1966 1962	year	1966	year	1962	316
1966.5	1967.5	1967 1962	year	1967	year	1962	368
1967.5	1968.5	1968 1962	year	1968	year	1962	420
1968.5	1969.5	1969 1962	year	1969	year	1962	472
1969.5	1970.5	1970 1962	year	1970	year	1962	524
1970.5	1971.5	1971 1962	year	1971	year	1962	576
1971.5	1972.5	1972 1962	year	1972	year	1962	628
1972.5	1973.5	1973 1962	year	1973	year	1962	680
1973.5	1974.5	1974 1962	year	1974	year	1962	732
1974.5	1975.5	1975 1962	year	1975	year	1962	784
1975.5	1976.5	1976 1962	year	1976	year	1962	836
1976.5	1977.5	1977 1962	year	1977	year	1962	888
1977.5	1978.5	1978 1962	year	1978	year	1962	940
1978.5	1979.5	1979 1962	year	1979	year	1962	992
1979.5	1980.5	1980 1962	year	1980	year	1962	1044
1980.5	1981.5	1981 1962	year	1981	year	1962	1096
1981.5	1982.5	1982 1962	year	1982	year	1962	1148
1982.5	1983.5	1983 1962	year	1983	year	1962	1200
1983.5	1984.5	1984 1962	year	1984	year	1962	1252
1984.5	1985.5	1985 1962	year	1985	year	1962	1304
1985.5	1986.5	1986 1962	year	1986	year	1962	1356
1986.5	1987.5	1987 1962	year	1987	year	1962	1408
1987.5	1988.5	1988 1962	year	1988	year	1962	1460
1988.5	1989.5	1989 1962	year	1989	year	1962	1512
1989.5	1990.5	1990 1962	year	1990	year	1962	1564
1990.5	1991.5	1991 1962	year	1991	year	1962	1616
1991.5	1992.5	1992 1962	year	1992	year	1962	1668
1992.5	1993.5	1993 1962	year	1993	year	1962	1720
1993.5	1994.5	1994 1962	year	1994	year	1962	1772
1994.5	1995.5	1995 1962	year	1995	year	1962	1824
1995.5	1996.5	1996 1962	year	1996	year	1962	1876
1996.5	1997.5	1997 1962	year	1997	year	1962	1928
1997.5	1998.5	1998 1962	year	1998	year	1962	1980
1998.5	1999.5	1999 1962	year	1999	year	1962	2032
1999.5	2000.5	2000 1962	year	2000	year	1962	2084
2000.5	2001.5	2001 1962	year	2001	year	1962	2136
2001.5	2002.5	2002 1962	year	2002	year	1962	2188
2002.5	2003.5	2003 1962	year	2003	year	1962	2240
2003.5	2004.5	2004 1962	year	2004	year	1962	2292
2004.5	2005.5	2005 1962	year	2005	year	1962	2344
2005.5	2006.5	2006 1962	year	2006	year	1962	2396
2006.5	2007.5	2007 1962	year	2007	year	1962	2448
2007.5	2008.5	2008 1962	year	2008	year	1962	2500
2008.5	2009.5	2009 1962	year	2009	year	1962	2552
2009.5	2010.5	2010 1962	year	2010	year	1962	2604
2010.5	2011.5	2011 1962	year	2011	year	1962	2656
2011.5	2012.5	2012 1962	year	2012	year	1962	2708
1959.5	1960.5	1960 1963	year	1960	year	1963	4
1960.5	1961.5	1961 1963	year	1961	year	1963	56
1961.5	1962.5	1962 1963	year	1962	year	1963	108
1962.5	1963.5	1	year	1963	year	1963	1
1963.5	1964.5	1964 1963	year	1964	year	1963	213
1964.5	1965.5	1965 1963	year	1965	year	1963	265
1965.5	1966.5	1966 1963	year	1966	year	1963	317
1966.5	1967.5	1967 1963	year	1967	year	1963	369
1967.5	1968.5	1968 1963	year	1968	year	1963	421
1968.5	1969.5	1969 1963	year	1969	year	1963	473
1969.5	1970.5	1970 1963	year	1970	year	1963	525
1970.5	1971.5	1971 1963	year	1971	year	1963	577
1971.5	1972.5	1972 1963	year	1972	year	1963	629
1972.5	1973.5	1973 1963	year	1973	year	1963	681
1973.5	1974.5	1974 1963	year	1974	year	1963	733
1974.5	1975.5	1975 1963	year	1975	year	1963	785
1975.5	1976.5	1976 1963	year	1976	year	1963	837
1976.5	1977.5	1977 1963	year	1977	year	1963	889
1977.5	1978.5	1978 1963	year	1978	year	1963	941
1978.5	1979.5	1979 1963	year	1979	year	1963	993
1979.5	1980.5	1980 1963	year	1980	year	1963	1045
1980.5	1981.5	1981 1963	year	1981	year	1963	1097
1981.5	1982.5	1982 1963	year	1982	year	1963	1149
1982.5	1983.5	1983 1963	year	1983	year	1963	1201
1983.5	1984.5	1984 1963	year	1984	year	1963	1253
1984.5	1985.5	1985 1963	year	1985	year	1963	1305
1985.5	1986.5	1986 1963	year	1986	year	1963	1357
1986.5	1987.5	1987 1963	year	1987	year	1963	1409
1987.5	1988.5	1988 1963	year	1988	year	1963	1461
1988.5	1989.5	1989 1963	year	1989	year	1963	1513
1989.5	1990.5	1990 1963	year	1990	year	1963	1565
1990.5	1991.5	1991 1963	year	1991	year	1963	1617
1991.5	1992.5	1992 1963	year	1992	year	1963	1669
1992.5	1993.5	1993 1963	year	1993	year	1963	1721
1993.5	1994.5	1994 1963	year	1994	year	1963	1773
1994.5	1995.5	1995 1963	year	1995	year	1963	1825
1995.5	1996.5	1996 1963	year	1996	year	1963	1877
1996.5	1997.5	1997 1963	year	1997	year	1963	1929
1997.5	1998.5	1998 1963	year	1998	year	1963	1981
1998.5	1999.5	1999 1963	year	1999	year	1963	2033
1999.5	2000.5	2000 1963	year	2000	year	1963	2085
2000.5	2001.5	2001 1963	year	2001	year	1963	2137
2001.5	2002.5	2002 1963	year	2002	year	1963	2189
2002.5	2003.5	2003 1963	year	2003	year	1963	2241
2003.5	2004.5	2004 1963	year	2004	year	1963	2293
2004.5	2005.5	2005 1963	year	2005	year	1963	2345
2005.5	2006.5	2006 1963	year	2006	year	1963	2397
2006.5	2007.5	2007 1963	year	2007	year	1963	2449
2007.5	2008.5	2008 1963	year	2008	year	1963	2501
2008.5	2009.5	2009 1963	year	2009	year	1963	2553
2009.5	2010.5	2010 1963	year	2010	year	1963	2605
2010.5	2011.5	2011 1963	year	2011	year	1963	2657
2011.5	2012.5	2012 1963	year	2012	year	1963	2709
1959.5	1960.5	1960 1964	year	1960	year	1964	5
1960.5	1961.5	1961 1964	year	1961	year	1964	57
1961.5	1962.5	1962 1964	year	1962	year	1964	109
1962.5	1963.5	1963 1964	year	1963	year	1964	161
1963.5	1964.5	1	year	1964	year	1964	1
1964.5	1965.5	1965 1964	year	1965	year	1964	266
1965.5	1966.5	1966 1964	year	1966	year	1964	318
1966.5	1967.5	1967 1964	year	1967	year	1964	370
1967.5	1968.5	1968 1964	year	1968	year	1964	422
1968.5	1969.5	1969 1964	year	1969	year	1964	474
1969.5	1970.5	1970 1964	year	1970	year	1964	526
1970.5	1971.5	1971 1964	year	1971	year	1964	578
1971.5	1972.5	1972 1964	year	1972	year	1964	630
1972.5	1973.5	1973 1964	year	1973	year	1964	682
1973.5	1974.5	1974 1964	year	1974	year	1964	734
1974.5	1975.5	1975 1964	year	1975	year	1964	786
1975.5	1976.5	1976 1964	year	1976	year	1964	838
1976.5	1977.5	1977 1964	year	1977	year	1964	890
1977.5	1978.5	1978 1964	year	1978	year	1964	942
1978.5	1979.5	1979 1964	year	1979	year	1964	994
1979.5	1980.5	1980 1964	year	1980	year	1964	1046
1980.5	1981.5	1981 1964	year	1981	year	1964	1098
1981.5	1982.5	1982 1964	year	1982	year	1964	1150
1982.5	1983.5	1983 1964	year	1983	year	1964	1202
1983.5	1984.5	1984 1964	year	1984	year	1964	1254
1984.5	1985.5	1985 1964	year	1985	year	1964	1306
1985.5	1986.5	1986 1964	year	1986	year	1964	1358
1986.5	1987.5	1987 1964	year	1987	year	1964	1410
1987.5	1988.5	1988 1964	year	1988	year	1964	1462
1988.5	1989.5	1989 1964	year	1989	year	1964	1514
1989.5	1990.5	1990 1964	year	1990	year	1964	1566
1990.5	1991.5	1991 1964	year	1991	year	1964	1618
1991.5	1992.5	1992 1964	year	1992	year	1964	1670
1992.5	1993.5	1993 1964	year	1993	year	1964	1722
1993.5	1994.5	1994 1964	year	1994	year	1964	1774
1994.5	1995.5	1995 1964	year	1995	year	1964	1826
1995.5	1996.5	1996 1964	year	1996	year	1964	1878
1996.5	1997.5	1997 1964	year	1997	year	1964	1930
1997.5	1998.5	1998 1964	year	1998	year	1964	1982
1998.5	1999.5	1999 1964	year	1999	year	1964	2034
1999.5	2000.5	2000 1964	year	2000	year	1964	2086
2000.5	2001.5	2001 1964	year	2001	year	1964	2138
2001.5	2002.5	2002 1964	year	2002	year	1964	2190
2002.5	2003.5	2003 1964	year	2003	year	1964	2242
2003.5	2004.5	2004 1964	year	2004	year	1964	2294
2004.5	2005.5	2005 1964	year	2005	year	1964	2346
2005.5	2006.5	2006 1964	year	2006	year	1964	2398
2006.5	2007.5	2007 1964	year	2007	year	1964	2450
2007.5	2008.5	2008 1964	year	2008	year	1964	2502
2008.5	2009.5	2009 1964	year	2009	year	1964	2554
2009.5	2010.5	2010 1964	year	2010	year	1964	2606
2010.5	2011.5	2011 1964	year	2011	year	1964	2658
2011.5	2012.5	2012 1964	year	2012	year	1964	2710
1959.5	1960.5	1960 1965	year	1960	year	1965	6
1960.5	1961.5	1961 1965	year	1961	year	1965	58
1961.5	1962.5	1962 1965	year	1962	year	1965	110
1962.5	1963.5	1963 1965	year	1963	year	1965	162
1963.5	1964.5	1964 1965	year	1964	year	1965	214
1964.5	1965.5	1	year	1965	year	1965	1
1965.5	1966.5	1966 1965	year	1966	year	1965	319
1966.5	1967.5	1967 1965	year	1967	year	1965	371
1967.5	1968.5	1968 1965	year	1968	year	1965	423
1968.5	1969.5	1969 1965	year	1969	year	1965	475
1969.5	1970.5	1970 1965	year	1970	year	1965	527
1970.5	1971.5	1971 1965	year	1971	year	1965	579
1971.5	1972.5	1972 1965	year	1972	year	1965	631
1972.5	1973.5	1973 1965	year	1973	year	1965	683
1973.5	1974.5	1974 1965	year	1974	year	1965	735
1974.5	1975.5	1975 1965	year	1975	year	1965	787
1975.5	1976.5	1976 1965	year	1976	year	1965	839
1976.5	1977.5	1977 1965	year	1977	year	1965	891
1977.5	1978.5	1978 1965	year	1978	year	1965	943
1978.5	1979.5	1979 1965	year	1979	year	1965	995
1979.5	1980.5	1980 1965	year	1980	year	1965	1047
1980.5	1981.5	1981 1965	year	1981	year	1965	1099
1981.5	1982.5	1982 1965	year	1982	year	1965	1151
1982.5	1983.5	1983 1965	year	1983	year	1965	1203
1983.5	1984.5	1984 1965	year	1984	year	1965	1255
1984.5	1985.5	1985 1965	year	1985	year	1965	1307
1985.5	1986.5	1986 1965	year	1986	year	1965	1359
1986.5	1987.5	1987 1965	year	1987	year	1965	1411
1987.5	1988.5	1988 1965	year	1988	year	1965	1463
1988.5	1989.5	1989 1965	year	1989	year	1965	1515
1989.5	1990.5	1990 1965	year	1990	year	1965	1567
1990.5	1991.5	1991 1965	year	1991	year	1965	1619
1991.5	1992.5	1992 1965	year	1992	year	1965	1671
1992.5	1993.5	1993 1965	year	1993	year	1965	1723
1993.5	1994.5	1994 1965	year	1994	year	1965	1775
1994.5	1995.5	1995 1965	year	1995	year	1965	1827
1995.5	1996.5	1996 1965	year	1996	year	1965	1879
1996.5	1997.5	1997 1965	year	1997	year	1965	1931
1997.5	1998.5	1998 1965	year	1998	year	1965	1983
1998.5	1999.5	1999 1965	year	1999	year	1965	2035
1999.5	2000.5	2000 1965	year	2000	year	1965	2087
2000.5	2001.5	2001 1965	year	2001	year	1965	2139
2001.5	2002.5	2002 1965	year	2002	year	1965	2191
2002.5	2003.5	2003 1965	year	2003	year	1965	2243
2003.5	2004.5	2004 1965	year	2004	year	1965	2295
2004.5	2005.5	2005 1965	year	2005	year	1965	2347
2005.5	2006.5	2006 1965	year	2006	year	1965	2399
2006.5	2007.5	2007 1965	year	2007	year	1965	2451
2007.5	2008.5	2008 1965	year	2008	year	1965	2503
2008.5	2009.5	2009 1965	year	2009	year	1965	2555
2009.5	2010.5	2010 1965	year	2010	year	1965	2607
2010.5	2011.5	2011 1965	year	2011	year	1965	2659
2011.5	2012.5	2012 1965	year	2012	year	1965	2711
1959.5	1960.5	1960 1966	year	1960	year	1966	7
1960.5	1961.5	1961 1966	year	1961	year	1966	59
1961.5	1962.5	1962 1966	year	1962	year	1966	111
1962.5	1963.5	1963 1966	year	1963	year	1966	163
1963.5	1964.5	1964 1966	year	1964	year	1966	215
1964.5	1965.5	1965 1966	year	1965	year	1966	267
1965.5	1966.5	1	year	1966	year	1966	1
1966.5	1967.5	1967 1966	year	1967	year	1966	372
1967.5	1968.5	1968 1966	year	1968	year	1966	424
1968.5	1969.5	1969 1966	year	1969	year	1966	476
1969.5	1970.5	1970 1966	year	1970	year	1966	528
1970.5	1971.5	1971 1966	year	1971	year	1966	580
1971.5	1972.5	1972 1966	year	1972	year	1966	632
1972.5	1973.5	1973 1966	year	1973	year	1966	684
1973.5	1974.5	1974 1966	year	1974	year	1966	736
1974.5	1975.5	1975 1966	year	1975	year	1966	788
1975.5	1976.5	1976 1966	year	1976	year	1966	840
1976.5	1977.5	1977 1966	year	1977	year	1966	892
1977.5	1978.5	1978 1966	year	1978	year	1966	944
1978.5	1979.5	1979 1966	year	1979	year	1966	996
1979.5	1980.5	1980 1966	year	1980	year	1966	1048
1980.5	1981.5	1981 1966	year	1981	year	1966	1100
1981.5	1982.5	1982 1966	year	1982	year	1966	1152
1982.5	1983.5	1983 1966	year	1983	year	1966	1204
1983.5	1984.5	1984 1966	year	1984	year	1966	1256
1984.5	1985.5	1985 1966	year	1985	year	1966	1308
1985.5	1986.5	1986 1966	year	1986	year	1966	1360
1986.5	1987.5	1987 1966	year	1987	year	1966	1412
1987.5	1988.5	1988 1966	year	1988	year	1966	1464
1988.5	1989.5	1989 1966	year	1989	year	1966	1516
1989.5	1990.5	1990 1966	year	1990	year	1966	1568
1990.5	1991.5	1991 1966	year	1991	year	1966	1620
1991.5	1992.5	1992 1966	year	1992	year	1966	1672
1992.5	1993.5	1993 1966	year	1993	year	1966	1724
1993.5	1994.5	1994 1966	year	1994	year	1966	1776
1994.5	1995.5	1995 1966	year	1995	year	1966	1828
1995.5	1996.5	1996 1966	year	1996	year	1966	1880
1996.5	1997.5	1997 1966	year	1997	year	1966	1932
1997.5	1998.5	1998 1966	year	1998	year	1966	1984
1998.5	1999.5	1999 1966	year	1999	year	1966	2036
1999.5	2000.5	2000 1966	year	2000	year	1966	2088
2000.5	2001.5	2001 1966	year	2001	year	1966	2140
2001.5	2002.5	2002 1966	year	2002	year	1966	2192
2002.5	2003.5	2003 1966	year	2003	year	1966	2244
2003.5	2004.5	2004 1966	year	2004	year	1966	2296
2004.5	2005.5	2005 1966	year	2005	year	1966	2348
2005.5	2006.5	2006 1966	year	2006	year	1966	2400
2006.5	2007.5	2007 1966	year	2007	year	1966	2452
2007.5	2008.5	2008 1966	year	2008	year	1966	2504
2008.5	2009.5	2009 1966	year	2009	year	1966	2556
2009.5	2010.5	2010 1966	year	2010	year	1966	2608
2010.5	2011.5	2011 1966	year	2011	year	1966	2660
2011.5	2012.5	2012 1966	year	2012	year	1966	2712
1959.5	1960.5	1960 1967	year	1960	year	1967	8
1960.5	1961.5	1961 1967	year	1961	year	1967	60
1961.5	1962.5	1962 1967	year	1962	year	1967	112
1962.5	1963.5	1963 1967	year	1963	year	1967	164
1963.5	1964.5	1964 1967	year	1964	year	1967	216
1964.5	1965.5	1965 1967	year	1965	year	1967	268
1965.5	1966.5	1966 1967	year	1966	year	1967	320
1966.5	1967.5	1	year	1967	year	1967	1
1967.5	1968.5	1968 1967	year	1968	year	1967	425
1968.5	1969.5	1969 1967	year	1969	year	1967	477
1969.5	1970.5	1970 1967	year	1970	year	1967	529
1970.5	1971.5	1971 1967	year	1971	year	1967	581
1971.5	1972.5	1972 1967	year	1972	year	1967	633
1972.5	1973.5	1973 1967	year	1973	year	1967	685
1973.5	1974.5	1974 1967	year	1974	year	1967	737
1974.5	1975.5	1975 1967	year	1975	year	1967	789
1975.5	1976.5	1976 1967	year	1976	year	1967	841
1976.5	1977.5	1977 1967	year	1977	year	1967	893
1977.5	1978.5	1978 1967	year	1978	year	1967	945
1978.5	1979.5	1979 1967	year	1979	year	1967	997
1979.5	1980.5	1980 1967	year	1980	year	1967	1049
1980.5	1981.5	1981 1967	year	1981	year	1967	1101
1981.5	1982.5	1982 1967	year	1982	year	1967	1153
1982.5	1983.5	1983 1967	year	1983	year	1967	1205
1983.5	1984.5	1984 1967	year	1984	year	1967	1257
1984.5	1985.5	1985 1967	year	1985	year	1967	1309
1985.5	1986.5	1986 1967	year	1986	year	1967	1361
1986.5	1987.5	1987 1967	year	1987	year	1967	1413
1987.5	1988.5	1988 1967	year	1988	year	1967	1465
1988.5	1989.5	1989 1967	year	1989	year	1967	1517
1989.5	1990.5	1990 1967	year	1990	year	1967	1569
1990.5	1991.5	1991 1967	year	1991	year	1967	1621
1991.5	1992.5	1992 1967	year	1992	year	1967	1673
1992.5	1993.5	1993 1967	year	1993	year	1967	1725
1993.5	1994.5	1994 1967	year	1994	year	1967	1777
1994.5	1995.5	1995 1967	year	1995	year	1967	1829
1995.5	1996.5	1996 1967	year	1996	year	1967	1881
1996.5	1997.5	1997 1967	year	1997	year	1967	1933
1997.5	1998.5	1998 1967	year	1998	year	1967	1985
1998.5	1999.5	1999 1967	year	1999	year	1967	2037
1999.5	2000.5	2000 1967	year	2000	year	1967	2089
2000.5	2001.5	2001 1967	year	2001	year	1967	2141
2001.5	2002.5	2002 1967	year	2002	year	1967	2193
2002.5	2003.5	2003 1967	year	2003	year	1967	2245
2003.5	2004.5	2004 1967	year	2004	year	1967	2297
2004.5	2005.5	2005 1967	year	2005	year	1967	2349
2005.5	2006.5	2006 1967	year	2006	year	1967	2401
2006.5	2007.5	2007 1967	year	2007	year	1967	2453
2007.5	2008.5	2008 1967	year	2008	year	1967	2505
2008.5	2009.5	2009 1967	year	2009	year	1967	2557
2009.5	2010.5	2010 1967	year	2010	year	1967	2609
2010.5	2011.5	2011 1967	year	2011	year	1967	2661
2011.5	2012.5	2012 1967	year	2012	year	1967	2713
1959.5	1960.5	1960 1968	year	1960	year	1968	9
1960.5	1961.5	1961 1968	year	1961	year	1968	61
1961.5	1962.5	1962 1968	year	1962	year	1968	113
1962.5	1963.5	1963 1968	year	1963	year	1968	165
1963.5	1964.5	1964 1968	year	1964	year	1968	217
1964.5	1965.5	1965 1968	year	1965	year	1968	269
1965.5	1966.5	1966 1968	year	1966	year	1968	321
1966.5	1967.5	1967 1968	year	1967	year	1968	373
1967.5	1968.5	1	year	1968	year	1968	1
1968.5	1969.5	1969 1968	year	1969	year	1968	478
1969.5	1970.5	1970 1968	year	1970	year	1968	530
1970.5	1971.5	1971 1968	year	1971	year	1968	582
1971.5	1972.5	1972 1968	year	1972	year	1968	634
1972.5	1973.5	1973 1968	year	1973	year	1968	686
1973.5	1974.5	1974 1968	year	1974	year	1968	738
1974.5	1975.5	1975 1968	year	1975	year	1968	790
1975.5	1976.5	1976 1968	year	1976	year	1968	842
1976.5	1977.5	1977 1968	year	1977	year	1968	894
1977.5	1978.5	1978 1968	year	1978	year	1968	946
1978.5	1979.5	1979 1968	year	1979	year	1968	998
1979.5	1980.5	1980 1968	year	1980	year	1968	1050
1980.5	1981.5	1981 1968	year	1981	year	1968	1102
1981.5	1982.5	1982 1968	year	1982	year	1968	1154
1982.5	1983.5	1983 1968	year	1983	year	1968	1206
1983.5	1984.5	1984 1968	year	1984	year	1968	1258
1984.5	1985.5	1985 1968	year	1985	year	1968	1310
1985.5	1986.5	1986 1968	year	1986	year	1968	1362
1986.5	1987.5	1987 1968	year	1987	year	1968	1414
1987.5	1988.5	1988 1968	year	1988	year	1968	1466
1988.5	1989.5	1989 1968	year	1989	year	1968	1518
1989.5	1990.5	1990 1968	year	1990	year	1968	1570
1990.5	1991.5	1991 1968	year	1991	year	1968	1622
1991.5	1992.5	1992 1968	year	1992	year	1968	1674
1992.5	1993.5	1993 1968	year	1993	year	1968	1726
1993.5	1994.5	1994 1968	year	1994	year	1968	1778
1994.5	1995.5	1995 1968	year	1995	year	1968	1830
1995.5	1996.5	1996 1968	year	1996	year	1968	1882
1996.5	1997.5	1997 1968	year	1997	year	1968	1934
1997.5	1998.5	1998 1968	year	1998	year	1968	1986
1998.5	1999.5	1999 1968	year	1999	year	1968	2038
1999.5	2000.5	2000 1968	year	2000	year	1968	2090
2000.5	2001.5	2001 1968	year	2001	year	1968	2142
2001.5	2002.5	2002 1968	year	2002	year	1968	2194
2002.5	2003.5	2003 1968	year	2003	year	1968	2246
2003.5	2004.5	2004 1968	year	2004	year	1968	2298
2004.5	2005.5	2005 1968	year	2005	year	1968	2350
2005.5	2006.5	2006 1968	year	2006	year	1968	2402
2006.5	2007.5	2007 1968	year	2007	year	1968	2454
2007.5	2008.5	2008 1968	year	2008	year	1968	2506
2008.5	2009.5	2009 1968	year	2009	year	1968	2558
2009.5	2010.5	2010 1968	year	2010	year	1968	2610
2010.5	2011.5	2011 1968	year	2011	year	1968	2662
2011.5	2012.5	2012 1968	year	2012	year	1968	2714
1959.5	1960.5	1960 1969	year	1960	year	1969	10
1960.5	1961.5	1961 1969	year	1961	year	1969	62
1961.5	1962.5	1962 1969	year	1962	year	1969	114
1962.5	1963.5	1963 1969	year	1963	year	1969	166
1963.5	1964.5	1964 1969	year	1964	year	1969	218
1964.5	1965.5	1965 1969	year	1965	year	1969	270
1965.5	1966.5	1966 1969	year	1966	year	1969	322
1966.5	1967.5	1967 1969	year	1967	year	1969	374
1967.5	1968.5	1968 1969	year	1968	year	1969	426
1968.5	1969.5	1	year	1969	year	1969	1
